species_id,n_p_genes,n_m_genes,total_pairs,n_same_contig,pct_same_contig,median_dist,min_dist,mean_dist
s__Haloplanus_aerogenes--RS_GCF_003856835.1,2,10,20,20,100.0,650.5,230.0,967.5
s__Halopseudomonas_bauzanensis--RS_GCF_900114735.1,6,3,18,2,11.1,93.5,93.0,93.5
s__Halopseudomonas_laoshanensis--RS_GCF_008365385.1,6,4,24,2,8.3,634.5,633.0,634.5
s__Halopseudomonas_phragmitis--RS_GCF_002056295.1,4,3,12,12,100.0,1074.5,181.0,972.2
s__Halopseudomonas_sabulinigri_A--GB_GCA_011053055.1,5,2,10,0,0.0,,,
s__Halopseudomonas_xinjiangensis_A--GB_GCA_011050525.1,6,3,18,0,0.0,,,
s__Halorhabdus_sp009690625--RS_GCF_009690625.1,2,8,16,16,100.0,595.0,350.0,805.9
s__Halorhabdus_tiamatea--RS_GCF_000470655.1,3,9,27,24,88.9,602.0,93.0,720.4
s__Halorubrum_halophilum--RS_GCF_000739595.1,1,7,7,0,0.0,,,
s__Haloterrigena_gelatinilytica--RS_GCF_013342145.1,4,11,44,44,100.0,1395.5,50.0,1548.0
s__Hamadaea_sp013361475--GB_GCA_013361475.1,1,3,3,0,0.0,,,
s__Heliomarina_baculiformis--RS_GCF_019966545.1,7,5,35,4,11.4,30.5,29.0,30.5
s__Heliomicrobium_gestii--RS_GCF_009877435.1,3,4,12,0,0.0,,,
s__Hemerobacter_limicola--GB_GCA_003155175.1,3,1,3,0,0.0,,,
s__Herbaspirillum_aquaticum--RS_GCF_002213425.1,14,4,56,0,0.0,,,
s__Herbaspirillum_chlorophenolicum--RS_GCF_001189955.1,11,4,44,0,0.0,,,
s__Herbaspirillum_robiniae--RS_GCF_002213415.1,11,3,33,0,0.0,,,
s__Herbaspirillum_rubrisubalbicans--RS_GCF_003719195.1,4,4,16,16,100.0,585.0,334.0,1039.0
s__Herbaspirillum_sp000261365--RS_GCF_000261365.1,8,5,40,4,10.0,427.5,426.0,427.5
s__Herbidospora_solisilvae--RS_GCF_009901565.1,4,4,16,0,0.0,,,
s__Hesperobacter_lustricola--GB_GCA_003136655.1,2,1,2,0,0.0,,,
s__Holophaga_sp022808725--RS_GCF_022808725.1,4,1,4,1,25.0,9.0,9.0,9.0
s__Hoyosella_rhizosphaerae--RS_GCF_014643175.1,10,2,20,0,0.0,,,
s__Hungateiclostridium_thermocellum--RS_GCF_000015865.1,4,2,8,8,100.0,451.0,255.0,451.0
s__HyVt-16_sp011043375--GB_GCA_011043375.1,1,1,1,0,0.0,,,
s__HyVt-613_sp011371135--GB_GCA_024762995.1,1,2,2,0,0.0,,,
s__Hydrogenibacillus_schlegelii--RS_GCF_001653195.1,10,4,40,6,15.0,54.0,47.0,54.0
s__Hydrogenophaga_pseudoflava--RS_GCF_001592285.1,7,5,35,4,11.4,231.5,230.0,231.5
s__Hydrogenophaga_sp010104355--RS_GCF_010104355.1,6,6,36,36,100.0,1252.5,82.0,1318.2
s__Hymenobacter_armeniacus--RS_GCF_014699055.1,2,2,4,0,0.0,,,
s__Hymenobacter_mucosus--RS_GCF_900188255.1,1,3,3,0,0.0,,,
s__Hymenobacter_negativus_A--RS_GCF_016056375.1,1,3,3,0,0.0,,,
s__Hymenobacter_radiodurans--RS_GCF_004355185.1,3,3,9,9,100.0,695.0,470.0,1120.1
s__Hymenobacter_sp018967845--RS_GCF_018967845.1,2,2,4,4,100.0,1960.5,1549.0,1960.5
s__Hyphomicrobium_A_sulfonivorans--RS_GCF_013306565.1,5,2,10,5,50.0,810.0,416.0,731.6
s__Hyphomicrobium_B_sp002928515--GB_GCA_002928515.1,5,1,5,2,40.0,414.5,414.0,414.5
s__Hyphomicrobium_C_sp001464285--GB_GCA_022844105.1,4,4,16,4,25.0,153.5,58.0,153.5
s__Hyphomicrobium_C_sp002928735--GB_GCA_002928735.1,5,2,10,0,0.0,,,
s__Hyphomonas_jannaschiana--RS_GCF_000685215.1,5,3,15,0,0.0,,,
s__Hyphomonas_pacifica--RS_GCF_000682675.1,5,2,10,0,0.0,,,
s__Hyphomonas_sp001464545--GB_GCA_001464545.1,5,1,5,0,0.0,,,
s__Hyphomonas_sp020638455--GB_GCA_020638455.1,3,1,3,2,66.7,141.5,141.0,141.5
s__Ideonella_azotifigens--RS_GCF_006519715.1,6,4,24,0,0.0,,,
s__Ideonella_dechloratans--RS_GCF_021049305.1,5,5,25,25,100.0,781.0,189.0,1118.2
s__Idiomarina_aquatica--RS_GCF_003987185.1,4,2,8,3,37.5,30.0,29.0,30.0
s__Idiomarina_fontislapidosi--RS_GCF_003226255.1,3,1,3,0,0.0,,,
s__Isachenkonia_sp007118655--GB_GCA_007118655.1,7,1,7,0,0.0,,,
s__Isoptericola_halotolerans_A--RS_GCF_003003075.1,6,2,12,0,0.0,,,
s__JAABRC01_sp011391115--GB_GCA_011391115.1,3,5,15,0,0.0,,,
s__JAABSP01_sp011390345--GB_GCA_011390345.1,4,3,12,0,0.0,,,
s__JAAEEP01_sp013415695--GB_GCA_013415695.1,3,6,18,0,0.0,,,
s__JAAETH01_sp024228575--GB_GCA_024228575.1,2,2,4,0,0.0,,,
s__JAANAU01_sp011089965--GB_GCA_011089965.1,2,2,4,0,0.0,,,
s__JAANAU01_sp015231775--GB_GCA_015231775.1,3,5,15,0,0.0,,,
s__JAAOZO01_sp011605715--GB_GCA_011605715.1,4,5,20,0,0.0,,,
s__JAAOZO01_sp017601145--GB_GCA_017601145.1,4,5,20,0,0.0,,,
s__JAAOZP01_sp017601395--GB_GCA_017601395.1,4,4,16,0,0.0,,,
s__JAAYJK01_sp016841425--GB_GCA_016841425.1,2,1,2,0,0.0,,,
s__JAAYYF01_sp023954415--GB_GCA_023954415.1,8,3,24,0,0.0,,,
s__JAAYZB01_sp016935515--GB_GCA_016935515.1,3,3,9,0,0.0,,,
s__JAAZBK01_sp020439505--GB_GCA_020439505.1,3,2,6,0,0.0,,,
s__JAAZCI01_sp012513365--GB_GCA_012513365.1,5,1,5,0,0.0,,,
s__JAAZPG01_sp012797375--GB_GCA_012797375.1,8,1,8,0,0.0,,,
s__JAAZVP01_sp018623495--GB_GCA_018623495.1,2,1,2,0,0.0,,,
s__JABCZS01_sp013289085--GB_GCA_013289085.1,4,1,4,0,0.0,,,
s__JABDFW01_sp013286305--GB_GCA_013286305.1,1,2,2,0,0.0,,,
s__JABEUN01_sp013044385--GB_GCA_013044385.1,3,1,3,0,0.0,,,
s__JABEUN01_sp021842145--GB_GCA_021842145.1,1,1,1,0,0.0,,,
s__JABEUT01_sp013288205--GB_GCA_013288205.1,1,1,1,0,0.0,,,
s__JABEUX01_sp021794175--GB_GCA_021794175.1,4,2,8,0,0.0,,,
s__JABEUY01_sp013044175--GB_GCA_013044175.1,3,1,3,0,0.0,,,
s__JABEVD01_sp013044025--GB_GCA_013044025.1,4,3,12,0,0.0,,,
s__JABEVD01_sp021835845--GB_GCA_021835845.1,4,1,4,0,0.0,,,
s__JABFSM01_sp902826755--GB_GCA_902826755.1,3,3,9,0,0.0,,,
s__JABFXA01_sp013361955--GB_GCA_013361955.1,4,3,12,0,0.0,,,
s__JABFXC01_sp013361935--GB_GCA_013361935.1,5,2,10,0,0.0,,,
s__JABFXX01_sp005887925--GB_GCA_005887925.1,4,2,8,0,0.0,,,
s__JABLTI01_sp019056785--GB_GCA_019056785.1,3,10,30,0,0.0,,,
s__JABLXZ01_sp024653355--GB_GCA_024653355.1,4,1,4,4,100.0,147.0,144.0,147.2
s__JABMQB01_sp016930735--GB_GCA_016930735.1,1,1,1,0,0.0,,,
s__JABWCQ01_sp020637445--GB_GCA_020637445.1,3,1,3,3,100.0,156.0,155.0,156.3
s__JABZFP01_sp014237395--GB_GCA_014237395.1,3,2,6,0,0.0,,,
s__JACAEJ01_sp024256265--GB_GCA_024256265.1,6,4,24,0,0.0,,,
s__JACDAU01_sp016781845--GB_GCA_016781845.1,1,4,4,0,0.0,,,
s__JACJWC01_sp020637335--GB_GCA_020637335.1,3,1,3,0,0.0,,,
s__JACJWR01_sp020637055--GB_GCA_020637055.1,4,2,8,0,0.0,,,
s__JACJXU01_sp020636475--GB_GCA_020636475.1,1,4,4,0,0.0,,,
s__JACJXW01_sp020636095--GB_GCA_020636095.1,3,5,15,0,0.0,,,
s__JACJXW01_sp020636405--GB_GCA_020636405.1,3,2,6,3,50.0,1042.0,779.0,1118.7
s__JACJXW01_sp020636435--GB_GCA_020636435.1,3,3,9,5,55.6,1435.0,898.0,1405.6
s__JACJYC01_sp020636325--GB_GCA_020636325.1,3,3,9,0,0.0,,,
s__JACJYE01_sp020636215--GB_GCA_020636215.1,3,4,12,0,0.0,,,
s__JACJYE01_sp020636255--GB_GCA_020636255.1,3,2,6,0,0.0,,,
s__JACJYM01_sp020636155--GB_GCA_020636155.1,1,1,1,0,0.0,,,
s__JACJYZ01_sp020635855--GB_GCA_020635855.1,3,1,3,0,0.0,,,
s__JACKAO01_sp020635035--GB_GCA_020635035.1,4,2,8,0,0.0,,,
s__JACKAP01_sp020635015--GB_GCA_020635015.1,4,4,16,2,12.5,29.5,29.0,29.5
s__JACKAQ01_sp020634975--GB_GCA_020634975.1,4,4,16,0,0.0,,,
s__JACKAZ01_sp020634795--GB_GCA_020634795.1,6,3,18,0,0.0,,,
s__JACKBJ01_sp020634625--GB_GCA_020634625.1,2,2,4,0,0.0,,,
s__JACKBK01_sp020634555--GB_GCA_020634555.1,9,2,18,0,0.0,,,
s__JACKBK01_sp020634615--GB_GCA_020634615.1,9,2,18,2,11.1,127.5,127.0,127.5
s__JACKCB01_sp020634235--GB_GCA_020634235.1,6,1,6,0,0.0,,,
s__JACKCR01_sp020633975--GB_GCA_020633975.1,4,3,12,0,0.0,,,
s__JACKDE01_sp020633675--GB_GCA_020633675.1,2,1,2,0,0.0,,,
s__JACKEA01_sp020633235--GB_GCA_020633235.1,4,5,20,8,40.0,405.0,307.0,405.0
s__JACKFD01_sp020632655--GB_GCA_020632655.1,5,3,15,0,0.0,,,
s__JACKHC01_sp020639235--GB_GCA_020639235.1,3,4,12,12,100.0,574.5,245.0,716.0
s__JACKHF01_sp020639155--GB_GCA_020639155.1,3,1,3,3,100.0,899.0,898.0,899.0
s__JACKHO01_sp020638955--GB_GCA_020638955.1,5,2,10,0,0.0,,,
s__JACKJF01_sp020638065--GB_GCA_020638065.1,3,4,12,0,0.0,,,
s__JACKJK01_sp020637985--GB_GCA_020637985.1,2,1,2,0,0.0,,,
s__JACKJP01_sp020637895--GB_GCA_020637895.1,7,2,14,4,28.6,314.5,233.0,314.5
s__JACKNG01_sp024235015--GB_GCA_024235015.1,2,2,4,0,0.0,,,
s__JACKNK01_sp024234955--GB_GCA_024234955.1,6,2,12,0,0.0,,,
s__JACKOF01_sp024234435--GB_GCA_024234435.1,5,1,5,0,0.0,,,
s__JACKOQ01_sp024234215--GB_GCA_024234215.1,3,8,24,9,37.5,646.0,72.0,476.0
s__JACKOY01_sp024233935--GB_GCA_024233935.1,3,3,9,0,0.0,,,
s__JACKPA01_sp024233865--GB_GCA_024233865.1,4,2,8,0,0.0,,,
s__JACKPT01_sp024233345--GB_GCA_024233345.1,3,2,6,0,0.0,,,
s__JACKQE01_sp024233005--GB_GCA_024233005.1,2,1,2,0,0.0,,,
s__JACKQF01_sp024232965--GB_GCA_024232965.1,3,1,3,0,0.0,,,
s__JACPRH01_sp023379805--GB_GCA_023379805.1,4,8,32,4,12.5,93.5,26.0,77.2
s__JACPRY01_sp020028455--GB_GCA_020028455.1,1,4,4,0,0.0,,,
s__JACQDE01_sp023481105--GB_GCA_023481105.1,3,5,15,0,0.0,,,
s__JACRMA01_sp021813505--GB_GCA_021813505.1,2,5,10,0,0.0,,,
s__JACRMB01_sp023382335--GB_GCA_023382335.1,2,2,4,2,50.0,103.5,103.0,103.5
s__JACSRF01_sp020634375--GB_GCA_020634375.1,8,1,8,0,0.0,,,
s__JACWAD01_sp021791195--GB_GCA_021791195.1,3,2,6,0,0.0,,,
s__JACWAD01_sp023489275--GB_GCA_023489275.1,2,1,2,0,0.0,,,
s__JACZQV01_sp022545545--GB_GCA_022545545.1,10,2,20,0,0.0,,,
s__JACZQV01_sp022566265--GB_GCA_022566265.1,8,2,16,0,0.0,,,
s__JACZSB01_sp022564085--GB_GCA_022564085.1,1,8,8,0,0.0,,,
s__JACZST01_sp022566415--GB_GCA_022566415.1,2,1,2,0,0.0,,,
s__JACZTE01_sp022570885--GB_GCA_022570885.1,1,3,3,0,0.0,,,
s__JACZTW01_sp022573485--GB_GCA_022573485.1,1,3,3,0,0.0,,,
s__JACZVJ01_sp022572725--GB_GCA_022572725.1,2,3,6,0,0.0,,,
s__JACZVV01_sp022572465--GB_GCA_022572465.1,3,4,12,0,0.0,,,
s__JACZWN01_sp022572105--GB_GCA_022572105.1,4,3,12,0,0.0,,,
s__JACZXZ01_sp022571365--GB_GCA_022571365.1,3,2,6,0,0.0,,,
s__JACZYA01_sp022571295--GB_GCA_022571295.1,1,1,1,0,0.0,,,
s__JADDRA01_sp016781105--GB_GCA_016781105.1,3,3,9,1,11.1,45.0,45.0,45.0
s__JADFJB01_sp022566355--GB_GCA_022566355.1,1,3,3,0,0.0,,,
s__JADFJS01_sp022566155--GB_GCA_022566155.1,3,1,3,0,0.0,,,
s__JADFPB01_sp022562515--GB_GCA_022562515.1,2,2,4,0,0.0,,,
s__JADFPB01_sp022567135--GB_GCA_022567135.1,1,2,2,0,0.0,,,
s__JADFRG01_sp022561385--GB_GCA_022561385.1,4,2,8,0,0.0,,,
s__JADFSH01_sp022560875--GB_GCA_022560875.1,1,3,3,0,0.0,,,
s__JADFUO01_sp015222115--GB_GCA_015222115.1,5,1,5,0,0.0,,,
s__JADFVG01_sp015222405--GB_GCA_015222405.1,3,4,12,0,0.0,,,
s__JADFXG01_sp015233895--GB_GCA_015233895.1,8,1,8,0,0.0,,,
s__JADFXK01_sp015233285--GB_GCA_015233285.1,2,1,2,0,0.0,,,
s__JADFXP01_sp015233465--GB_GCA_015233465.1,2,1,2,0,0.0,,,
s__JADFXV01_sp015233395--GB_GCA_015233395.1,4,1,4,0,0.0,,,
s__JADFZP01_sp015232485--GB_GCA_015232485.1,3,4,12,0,0.0,,,
s__JADFZZ01_sp015232315--GB_GCA_015232315.1,4,4,16,1,6.2,51.0,51.0,51.0
s__JADGAN01_sp015231955--GB_GCA_015231955.1,4,1,4,0,0.0,,,
s__JADGAO01_sp015231995--GB_GCA_015231995.1,2,7,14,0,0.0,,,
s__JADGBG01_sp015231605--GB_GCA_015231605.1,4,1,4,0,0.0,,,
s__JADGCL01_sp015229005--GB_GCA_015229005.1,7,1,7,0,0.0,,,
s__JADGDA01_sp015228695--GB_GCA_015228695.1,1,4,4,0,0.0,,,
s__JADJJE01_sp020633055--GB_GCA_020633055.1,3,2,6,0,0.0,,,
s__JADJJE01_sp020633075--GB_GCA_020633075.1,3,3,9,0,0.0,,,
s__JADJRK01_sp020425695--GB_GCA_020425695.1,3,2,6,0,0.0,,,
s__JADJSS01_sp020636545--GB_GCA_020636545.1,3,2,6,2,33.3,105.5,105.0,105.5
s__JADKAV01_sp020636995--GB_GCA_020636995.1,4,4,16,0,0.0,,,
s__JADKFD01_sp024234055--GB_GCA_024234055.1,3,3,9,0,0.0,,,
s__JADYXR01_sp019637435--GB_GCA_019637435.1,1,4,4,2,50.0,342.0,232.0,342.0
s__JADZEO01_sp020635075--GB_GCA_020635075.1,5,1,5,0,0.0,,,
s__JAEKLB01_sp019510095--GB_GCA_019510095.1,4,1,4,0,0.0,,,
s__JAENXO01_sp023554245--GB_GCA_023554245.1,2,2,4,0,0.0,,,
s__JAENYX01_sp016841565--GB_GCA_016841565.1,2,1,2,0,0.0,,,
s__JAEUHH01_sp024233085--GB_GCA_024233085.1,2,1,2,0,0.0,,,
s__JAEUJM01_sp020637195--GB_GCA_020637195.1,3,3,9,0,0.0,,,
s__JAEUMD01_sp020638035--GB_GCA_020638035.1,2,1,2,0,0.0,,,
s__JAEUMD01_sp020638055--GB_GCA_020638055.1,3,1,3,0,0.0,,,
s__JAEUPI01_sp015075165--GB_GCA_015075165.1,6,5,30,6,20.0,50.0,3.0,124.3
s__JAEYVS01_sp020635255--GB_GCA_020635255.1,5,1,5,0,0.0,,,
s__JAEZGP01_sp020027875--GB_GCA_020027875.1,1,11,11,0,0.0,,,
s__JAFDYS01_sp018267315--GB_GCA_018267315.1,6,1,6,0,0.0,,,
s__JAFDZO01_sp018266845--GB_GCA_018266845.1,5,5,25,0,0.0,,,
s__JAFGBH01_sp016933215--GB_GCA_016933215.1,2,2,4,0,0.0,,,
s__JAFGDI01_sp016932145--GB_GCA_016932145.1,3,1,3,0,0.0,,,
s__JAFGJV01_sp016928955--GB_GCA_016928955.1,2,2,4,0,0.0,,,
s__JAFGNN01_sp018262985--GB_GCA_018262985.1,1,3,3,0,0.0,,,
s__JAFGQE01_sp016929655--GB_GCA_016929655.1,5,4,20,0,0.0,,,
s__JAFGRW01_sp016934935--GB_GCA_016934935.1,2,2,4,0,0.0,,,
s__JAFGUR01_sp016938425--GB_GCA_016938425.1,3,3,9,0,0.0,,,
s__JAFGUZ01_sp016938275--GB_GCA_016938275.1,3,5,15,0,0.0,,,
s__JAFGVC01_sp016938195--GB_GCA_016938195.1,3,2,6,0,0.0,,,
s__JAFGVL01_sp016938015--GB_GCA_016938015.1,3,4,12,0,0.0,,,
s__JAFGWU01_sp016936975--GB_GCA_016936975.1,1,1,1,0,0.0,,,
s__JAFGXF01_sp016936755--GB_GCA_016936755.1,5,2,10,0,0.0,,,
s__JAFGXQ01_sp016936575--GB_GCA_016936575.1,4,1,4,0,0.0,,,
s__JAFKFJ01_sp021845835--GB_GCA_021845835.1,6,13,78,0,0.0,,,
s__JAFKFJ01_sp021845985--GB_GCA_021845985.1,5,3,15,0,0.0,,,
s__JAFKJW01_sp023953845--GB_GCA_023953845.1,2,5,10,10,100.0,954.5,290.0,1417.1
s__JAFNGF01_sp017885385--GB_GCA_017885385.1,3,2,6,0,0.0,,,
s__JAGIAR01_sp017744735--GB_GCA_017744735.1,4,3,12,4,33.3,116.5,90.0,110.2
s__JAGLZA01_sp023131835--GB_GCA_023131835.1,2,2,4,0,0.0,,,
s__JAGNEX01_sp020637365--GB_GCA_020637365.1,3,1,3,0,0.0,,,
s__JAGNXB01_sp020636225--GB_GCA_020636225.1,1,2,2,0,0.0,,,
s__JAGOSC01_sp020632495--GB_GCA_020632495.1,3,2,6,3,50.0,49.0,48.0,49.0
s__JAGQGZ01_sp020432105--GB_GCA_020432105.1,2,1,2,0,0.0,,,
s__JAGQHB01_sp020432045--GB_GCA_020432045.1,4,2,8,0,0.0,,,
s__JAGQHJ01_sp020431915--GB_GCA_020431915.1,3,1,3,0,0.0,,,
s__JAGQXC01_sp020636135--GB_GCA_020636135.1,1,3,3,0,0.0,,,
s__JAGQXC01_sp020636355--GB_GCA_020636355.1,1,2,2,0,0.0,,,
s__JAGRBY01_sp020634855--GB_GCA_020634855.1,4,3,12,0,0.0,,,
s__JAGRCP01_sp020433455--GB_GCA_020433455.1,6,2,12,0,0.0,,,
s__JAGREO01_sp020638465--GB_GCA_020638465.1,4,2,8,2,25.0,1423.5,1423.0,1423.5
s__JAGTQU01_sp018396695--GB_GCA_018396695.1,2,4,8,4,50.0,41.0,40.0,41.0
s__JAGVTM01_sp020634515--GB_GCA_020634515.1,5,1,5,0,0.0,,,
s__JAGWAZ01_sp020635205--GB_GCA_020635205.1,5,1,5,3,60.0,240.0,239.0,240.0
s__JAGXLC01_sp018334875--GB_GCA_018334875.1,2,3,6,0,0.0,,,
s__JAGXLP01_sp018334615--GB_GCA_018334615.1,1,1,1,0,0.0,,,
s__JAGXLP01_sp018335015--GB_GCA_018335015.1,6,1,6,0,0.0,,,
s__JAGYID01_sp018606725--GB_GCA_018606725.1,3,2,6,0,0.0,,,
s__JAHBUV01_sp019637915--GB_GCA_019637915.1,5,2,10,10,100.0,544.5,535.0,867.8
s__JAHBWV01_sp019454185--GB_GCA_019454185.1,4,5,20,20,100.0,1108.5,83.0,862.1
s__JAHBXL01_sp019636495--GB_GCA_019636495.1,2,2,4,0,0.0,,,
s__JAHBZM01_sp019635415--GB_GCA_019635415.1,4,3,12,0,0.0,,,
s__JAHEFU01_sp022646745--GB_GCA_022646745.1,8,3,24,24,100.0,535.5,200.0,815.1
s__JAHZJA01_sp020633315--GB_GCA_020633315.1,3,1,3,0,0.0,,,
s__JAIBJL01_sp020029545--GB_GCA_020029545.1,3,1,3,0,0.0,,,
s__JAIMAT01_sp023511835--GB_GCA_023511835.1,2,3,6,0,0.0,,,
s__JAIMBF01_sp023511585--GB_GCA_023511585.1,7,3,21,0,0.0,,,
s__JAIMBO01_sp023511405--GB_GCA_023511405.1,4,3,12,0,0.0,,,
s__JAJDNN01_sp022340685--GB_GCA_022340685.1,3,1,3,0,0.0,,,
s__JAJDZL01_sp022823625--GB_GCA_022823625.1,3,1,3,0,0.0,,,
s__JAJEFO01_sp022819605--GB_GCA_022819605.1,4,1,4,0,0.0,,,
s__JAJFKB01_sp024234615--GB_GCA_024234615.1,3,3,9,6,66.7,1303.0,1071.0,1303.0
s__JAJPJS01_sp021324115--GB_GCA_021324115.1,2,7,14,0,0.0,,,
s__JAJRUK01_sp022561255--GB_GCA_022561255.1,2,5,10,0,0.0,,,
s__JAJXUF01_sp021783175--GB_GCA_021783175.1,2,6,12,0,0.0,,,
s__JAJXWB01_sp020638195--GB_GCA_020638195.1,4,1,4,0,0.0,,,
s__JAJYCY01_sp021778035--GB_GCA_021778035.1,4,1,4,0,0.0,,,
s__JAJYCY01_sp021790335--GB_GCA_021790335.1,4,1,4,4,100.0,122.5,121.0,122.5
s__JAJYEA01_sp021809545--GB_GCA_021809545.1,1,3,3,0,0.0,,,
s__JAJYFL01_sp021790935--GB_GCA_021790935.1,4,2,8,0,0.0,,,
s__JAJYLM01_sp021787655--GB_GCA_021787655.1,3,5,15,0,0.0,,,
s__JAJYNJ01_sp021785175--GB_GCA_021785175.1,2,2,4,0,0.0,,,
s__JAJYNJ01_sp021786265--GB_GCA_021786265.1,2,3,6,0,0.0,,,
s__JAJYNJ01_sp021790715--GB_GCA_021790715.1,2,2,4,0,0.0,,,
s__JAJYRQ01_sp021794015--GB_GCA_021794015.1,2,3,6,0,0.0,,,
s__JAJYTV01_sp021792885--GB_GCA_021792885.1,1,2,2,0,0.0,,,
s__JAJYVT01_sp021803085--GB_GCA_021803085.1,2,8,16,0,0.0,,,
s__JAJYVT01_sp021828005--GB_GCA_021828005.1,1,2,2,0,0.0,,,
s__JAJYXI01_sp021791055--GB_GCA_021791055.1,5,3,15,1,6.7,16.0,16.0,16.0
s__JAJYXT01_sp021785655--GB_GCA_021785655.1,1,1,1,0,0.0,,,
s__JAJYYI01_sp021831785--GB_GCA_021831785.1,2,3,6,0,0.0,,,
s__JAJZDI01_sp021806045--GB_GCA_021806045.1,4,1,4,0,0.0,,,
s__JAJZGD01_sp021852245--GB_GCA_021852245.1,1,3,3,0,0.0,,,
s__JAJZHK01_sp021833365--GB_GCA_021833365.1,4,2,8,0,0.0,,,
s__JAJZIJ01_sp021810625--GB_GCA_021810625.1,2,1,2,0,0.0,,,
s__JAJZIM01_sp021810565--GB_GCA_021810565.1,2,2,4,0,0.0,,,
s__JAJZIR01_sp021810505--GB_GCA_021810505.1,3,1,3,0,0.0,,,
s__JAJZJT01_sp021798955--GB_GCA_021798955.1,3,3,9,0,0.0,,,
s__JAJZMF01_sp021850325--GB_GCA_021850325.1,3,1,3,0,0.0,,,
s__JAJZOM01_sp021817455--GB_GCA_021817455.1,1,4,4,0,0.0,,,
s__JAJZOM01_sp021850545--GB_GCA_021850545.1,1,3,3,0,0.0,,,
s__JAJZOM01_sp023488885--GB_GCA_023488885.1,1,4,4,0,0.0,,,
s__JAJZQI01_sp021851875--GB_GCA_021851875.1,4,3,12,4,33.3,113.5,112.0,113.5
s__JAJZQO01_sp021845645--GB_GCA_021845645.1,7,5,35,6,17.1,46.5,6.0,46.5
s__JAJZRV01_sp021850135--GB_GCA_021850135.1,4,1,4,0,0.0,,,
s__JAJZWV01_sp021846565--GB_GCA_021846565.1,2,3,6,0,0.0,,,
s__JAJZXY01_sp021817225--GB_GCA_021817225.1,2,4,8,0,0.0,,,
s__JAJZYO01_sp021787365--GB_GCA_021787365.1,3,1,3,0,0.0,,,
s__JAKAAZ01_sp021792795--GB_GCA_021792795.1,3,1,3,0,0.0,,,
s__JAKAAZ01_sp021798735--GB_GCA_021798735.1,3,1,3,0,0.0,,,
s__JAKAAZ01_sp021802085--GB_GCA_021802085.1,3,1,3,0,0.0,,,
s__JAKABX01_sp021809805--GB_GCA_021809805.1,3,1,3,0,0.0,,,
s__JAKACA01_sp021796455--GB_GCA_021796455.1,2,1,2,0,0.0,,,
s__JAKAEG01_sp021819985--GB_GCA_021819985.1,2,3,6,0,0.0,,,
s__JAKAEG01_sp021840255--GB_GCA_021840255.1,2,4,8,2,25.0,24.0,13.0,24.0
s__JAKAGF01_sp021825365--GB_GCA_021825365.1,4,3,12,2,16.7,14.0,13.0,14.0
s__JAKAHC01_sp021815305--GB_GCA_021815305.1,3,4,12,0,0.0,,,
s__JAKALD01_sp021813275--GB_GCA_021813275.1,5,7,35,2,5.7,10.0,9.0,10.0
s__JAKAQQ01_sp021798115--GB_GCA_021798115.1,3,3,9,2,22.2,166.0,165.0,166.0
s__JAKAQQ01_sp021839245--GB_GCA_021839245.1,2,3,6,0,0.0,,,
s__JAKASW01_sp021825585--GB_GCA_021825585.1,3,3,9,0,0.0,,,
s__JAKASW01_sp021845665--GB_GCA_021845665.1,2,2,4,0,0.0,,,
s__JAKASX01_sp021832085--GB_GCA_021832085.1,3,1,3,0,0.0,,,
s__JAKATP01_sp021797815--GB_GCA_021797815.1,1,2,2,0,0.0,,,
s__JAKATP01_sp021818685--GB_GCA_021818685.1,1,4,4,0,0.0,,,
s__JAKAUZ01_sp021817415--GB_GCA_021817415.1,2,5,10,0,0.0,,,
s__JAKAVV01_sp021817145--GB_GCA_021817145.1,2,6,12,4,33.3,37.5,17.0,37.5
s__JAKAWJ01_sp021800035--GB_GCA_021800035.1,2,5,10,0,0.0,,,
s__JAKAZV01_sp021826505--GB_GCA_021826505.1,3,1,3,0,0.0,,,
s__JAKBAA01_sp021809425--GB_GCA_021809425.1,2,1,2,0,0.0,,,
s__JAKBKY01_sp021832345--GB_GCA_021832345.1,3,3,9,0,0.0,,,
s__JAKCCV01_sp021838785--GB_GCA_021838785.1,3,1,3,0,0.0,,,
s__JAKCDU01_sp021838445--GB_GCA_021838445.1,1,1,1,0,0.0,,,
s__JALNZU01_sp024709145--GB_GCA_024709145.1,1,1,1,0,0.0,,,
s__JALOAG01_sp023957335--GB_GCA_023957335.1,2,3,6,2,33.3,65.5,65.0,65.5
s__JAMCPX01_sp023382265--GB_GCA_023382265.1,3,5,15,0,0.0,,,
s__JAMCQB01_sp023382175--GB_GCA_023382175.1,7,8,56,0,0.0,,,
s__JAMCQK01_sp023382135--GB_GCA_023382135.1,3,4,12,0,0.0,,,
s__JAMCVD01_sp023381995--GB_GCA_023381995.1,3,4,12,0,0.0,,,
s__JAMCVK01_sp023475225--GB_GCA_023475225.1,2,2,4,0,0.0,,,
s__JAMCVM01_sp023475835--GB_GCA_023475835.1,1,1,1,0,0.0,,,
s__JAMCVZ01_sp023476565--GB_GCA_023476565.1,3,1,3,0,0.0,,,
s__JAMCWA01_sp023475165--GB_GCA_023475165.1,6,5,30,0,0.0,,,
s__JAMCWF01_sp021842405--GB_GCA_021842405.1,4,3,12,0,0.0,,,
s__JAMCWG01_sp023475235--GB_GCA_023475235.1,2,1,2,0,0.0,,,
